schema,table,foreign_key,columns,target_schema,target_table,target_columns
ros_gn,mitigation_measures,fk_ros_gn_mitigation_measures_mitigation_measures,mitigation_measures,refs_data,logical_responses,code
ros_gn,mitigation_measures_mitigation_devices,fk_ros_gn_mitigation_device_code_gn_mitigation_measures_mitigat,mitigation_device_code,refs_fishery,mitigation_devices,code
ros_gn,mitigation_measures_mitigation_devices,gnmtgtnmsrsmtmtgtnmsrd,mitigation_measure_id,ros_gn,mitigation_measures,id
ros_gn,setting_operations,fk_ros_gn_net_configuration_code_gn_setting_operations,net_configuration_code,refs_fishery,net_configurations,code
ros_gn,setting_operations,fk_ros_gn_net_deploy_depth_code_gn_setting_operations,net_deploy_depth_code,refs_fishery,net_deploy_depths,code
ros_gn,setting_operations,fk_ros_gn_net_setting_strategy_code_gn_setting_operations,net_setting_strategy_code,refs_fishery,net_setting_strategies,code
ros_gn,sinkers_by_type,fk_ros_gn_sinker_material_type_code_sinkers_by_type,sinker_material_type_code,refs_fishery,sinker_material_types,code
ros_gn,sinkers_by_type,snkrsbygngllntcnfgrtnd,gillnet_configuration_id,ros_gn,gillnet_configuration,id
ros_gn,specimens,ddtnlspcmndtlsnntrgtsp,additional_specimen_details_non_target_species_id,ros_common,additional_details_on_non_target_species,id
ros_gn,specimens,gngnddtnlctchdtlsnsssd,additional_catch_details_on_ssis_id,ros_gn,additional_catch_details_on_ssi,id
ros_gn,specimens,gnspcimensgntgdetailid,tag_detail_id,ros_gn,tag_details,id
ros_gn,specimens,gnspcmnsbmtrcnfrmtonid,biometric_information_id,ros_common,biometric_information,id
ros_gn,specimens,gnspcmnsgnctchdetailid,catch_detail_id,ros_gn,catch_details,id
ros_gn,specimens,gnspcmnsgndprdtndtilid,depredation_detail_id,ros_common,depredation_details,id
ros_gn,tag_details,fk_ros_gn_tag_details_tag_recovery,tag_recovery,refs_data,logical_responses,code
ros_gn,tag_details,fk_ros_gn_tag_details_tag_release,tag_release,refs_data,logical_responses,code
ros_gn,tag_details,fk_ros_gn_tag_type_code_gn_tag_details,tag_type_code,refs_biology,tag_types,code
ros_gn,tag_details,fk_tag_details_tag_finder_id,tag_finder_id,ros_meta,contact,id
refs_admin,cpc_history,fk_cpc_history_cpcs,cpc_code,refs_admin,cpcs,code
refs_admin,cpc_to_flags,fk_cpc_to_flags_cpc_to_cpc,cpc_code,refs_admin,cpcs,code
refs_admin,cpc_to_flags,fk_cpc_to_flags_cpc_to_flag,flag_code,refs_admin,countries,code
refs_admin,fleet_to_flags_and_fisheries,fk_fleet_to_flags_and_fisheries_countries_ext,flag_code,refs_admin,entities,code
refs_admin,fleet_to_flags_and_fisheries,fk_fleet_to_flags_and_fisheries_countries_ext_reporting,reporting_entity_code,refs_admin,entities,code
refs_admin,fleet_to_flags_and_fisheries,fk_fleet_to_flags_and_fisheries_fishery_types,fishery_type_code,refs_fishery_config,fishery_types,code
refs_admin,fleet_to_flags_and_fisheries,fk_fleet_to_flags_and_fisheries_fishing_modes,fishing_mode_code,refs_fishery_config,fishing_modes,code
refs_admin,fleet_to_flags_and_fisheries,fk_fleet_to_flags_and_fisheries_fleets,fleet_code,refs_admin,fleets,code
refs_admin,fleet_to_flags_and_fisheries,fk_fleet_to_flags_and_fisheries_gear_categories,gear_category_code,refs_fishery_config,gear_groups,code
refs_admin,fleet_to_flags_and_fisheries,fk_fleet_to_flags_and_fisheries_gear_configurations,gear_configuration_code,refs_fishery_config,gear_configurations,code
refs_admin,fleet_to_flags_and_fisheries,fk_fleet_to_flags_and_fisheries_io_main_areas,iotc_main_area_code,refs_gis,areas,code
refs_admin,fleet_to_flags_and_fisheries,fk_fleet_to_flags_and_fisheries_target_species,target_species_code,refs_fishery_config,target_species,code
refs_admin,fleets,fk_fleets_cpcs,cpc_code,refs_admin,cpcs,code
refs_admin,ports,fk_ports_countries,country_code,refs_admin,countries,code_iso3
refs_admin,species_reporting_requirements,fk_reporting_requirements_gear_groups,gear_group_code,refs_fishery_config,gear_groups,code
refs_admin,species_reporting_requirements,fk_reporting_requirements_species,species_code,refs_biology,species,code
refs_biology,fates,fk_fates_types_of_fate,type_of_fate_code,refs_biology,types_of_fate,code
refs_biology,measurement_tools,fk_measurement_tools_types_of_measurement,type_of_measurement_code,refs_biology,types_of_measurement,code
refs_biology,measurements,fk_measurement_types_types_of_measurement,type_of_measurement_code,refs_biology,types_of_measurement,code
refs_biology,recommended_measurements,fk_recommended_measurements_measurements,type_of_measurement_code|measurement_code,refs_biology,measurements,type_of_measurement_code|code
refs_biology,recommended_measurements,fk_recommended_measurements_species,species_code,refs_biology,species,code
refs_biology,species,fk_species_species_categories,species_category_code,refs_biology,species_categories,code
refs_biology,species,fk_species_species_groups,species_group_code,refs_biology,species_groups,code
refs_biology,species_aggregates,fk_species_aggregates_species,species_aggregate_code,refs_biology,species,code
refs_biology,species_aggregates,fk_species_aggregates_species_component,species_code,refs_biology,species,code
refs_data,processings,fk_processings_datasets,dataset_code,refs_data,datasets,code
refs_data,sources,fk_sources_datasets,dataset_code,refs_data,datasets,code
refs_fishery,fisheries,fk_fisheries_fishery_categories,fishery_category_code,refs_fishery_config,fishery_categories,code
refs_fishery,fisheries,fk_fisheries_fishery_types,fishery_type_code,refs_fishery_config,fishery_types,code
refs_fishery,fisheries,fk_fisheries_fishing_modes,fishing_mode_code,refs_fishery_config,fishing_modes,code
refs_fishery,fisheries,fk_fisheries_gear_configurations,gear_configuration_code,refs_fishery_config,gear_configurations,code
refs_fishery,fisheries,fk_fisheries_gears,gear_code,refs_fishery_config,gears,code
refs_fishery,fisheries,fk_fisheries_target_species,target_species_code,refs_fishery_config,target_species,code
refs_fishery,school_sighting_cues,fk_school_sighting_cues_school_type_categories,school_type_category_code,refs_fishery,school_type_categories,code
refs_fishery_config,fishery_types,fk_fishery_types_areas_of_operation,area_of_operation_code,refs_fishery_config,areas_of_operation,code
refs_fishery_config,fishery_types,fk_fishery_types_fishery_types,code,refs_fishery_config,fishery_types,code
refs_fishery_config,fishery_types,fk_fishery_types_loa_classes,loa_class_code,refs_fishery_config,loa_classes,code
refs_fishery_config,fishery_types,fk_fishery_types_purposes,purpose_code,refs_fishery_config,fishery_purposes,code
refs_fishery_config,gear_fishery_type_to_configuration,fk_gear_fishery_type_to_configuration_fishery_types,fishery_type_code,refs_fishery_config,fishery_types,code
refs_fishery_config,gear_fishery_type_to_configuration,fk_gear_fishery_type_to_configuration_gear_configurations,gear_configuration_code,refs_fishery_config,gear_configurations,code
refs_fishery_config,gear_fishery_type_to_configuration,fk_gear_fishery_type_to_configuration_gears,gear_code,refs_fishery_config,gears,code
refs_fishery_config,gear_fishery_type_to_fishing_mode,fk_gear_fishery_type_to_fishing_mode_fishery_types,fishery_type_code,refs_fishery_config,fishery_types,code
refs_fishery_config,gear_fishery_type_to_fishing_mode,fk_gear_fishery_type_to_fishing_mode_fishing_modes,fishing_mode_code,refs_fishery_config,fishing_modes,code
refs_fishery_config,gear_fishery_type_to_fishing_mode,fk_gear_fishery_type_to_fishing_mode_gear_code,gear_code,refs_fishery_config,gears,code
refs_fishery_config,gear_groups,fk_gear_groups_gear_groups,code,refs_fishery_config,gear_groups,code
refs_fishery_config,gear_to_fishery_type,fk_gear_to_fishery_type_fishery_types,fishery_type_code,refs_fishery_config,fishery_types,code
refs_fishery_config,gear_to_fishery_type,fk_gear_to_fishery_type_gears,gear_code,refs_fishery_config,gears,code
refs_fishery_config,gear_to_target_species,fk_gear_to_target_species_gears,gear_code,refs_fishery_config,gears,code
refs_fishery_config,gear_to_target_species,fk_gear_to_target_species_target_species,target_species_code,refs_fishery_config,target_species,code
refs_fishery_config,gears,fk_gears_gear_groups,gear_group_code,refs_fishery_config,gear_groups,code
refs_gis,area_intersections,fk_source_to_areas,source_code,refs_gis,areas,code
refs_gis,area_intersections,fk_target_to_areas,target_code,refs_gis,areas,code
refs_gis,areas,fk_areas_area_types,area_type_code,refs_gis,area_types,code
